# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 14 04:22:42 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
loc_rowid,pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_lum
12666,Kepler-1644 b,21.09077580,0.142000,1.800,,,0.000000,607,,5722.00,0.82,0.86,
12667,Kepler-1644 b,21.09079090,0.142000,1.880,,,0.000000,606,,5723.00,0.82,0.86,
12668,Kepler-1644 b,21.09077580,0.142000,1.800,,,0.000000,607,,5722.00,0.82,0.86,
12669,Kepler-1644 b,21.09077580,,1.880,,,,,,5499.00,0.86,0.89,
12670,Kepler-1645 b,16.17803000,0.128500,2.250,,,0.000000,754,,5929.00,1.07,1.08,
12671,Kepler-1645 b,,,3.026,,,,,,5926.00,1.44,,
12672,Kepler-1645 b,16.17803000,,,,,,,,5680.00,1.52,1.01,0.336
12673,Kepler-1645 b,16.17795610,0.128500,1.890,,,0.000000,754,,5929.00,1.07,1.08,
12674,Kepler-1645 b,16.17795610,,1.780,,,,,,5812.00,1.02,1.02,
12675,Kepler-1645 b,16.17795610,0.128500,1.890,,,0.000000,754,,5929.00,1.07,1.08,
12676,Kepler-1645 b,16.17823176,,,,,,,,5680.00,1.52,1.01,0.336
12677,Kepler-1646 b,4.48558383,,1.230,,,,,,3299.00,0.26,0.24,
12678,Kepler-1646 b,4.48556296,,,,,,,,3391.00,0.37,0.36,-1.780
12679,Kepler-1646 b,,,1.836,,,,,,3227.00,0.37,,
12680,Kepler-1646 b,4.48559215,,,,,,,,3391.00,0.37,0.36,-1.780
12681,Kepler-1646 b,4.48558383,0.029900,0.970,,,0.000000,368,,3227.00,0.20,0.18,
12682,Kepler-1646 b,4.48559215,0.029500,0.950,,,0.000000,365,,3236.00,0.19,0.17,
12683,Kepler-1647 b,1107.59230000,2.720500,11.874,483.00000,,0.058100,,,6210.00,1.79,1.22,
12684,Kepler-1649 b,8.68909900,,1.017,,,,307,,3240.00,0.23,0.20,-2.287
12685,Kepler-1649 b,8.68907042,0.037800,0.570,,,0.000000,211,,2703.00,0.12,0.10,
12686,Kepler-1649 b,8.68907042,0.037800,0.570,,,0.000000,211,,2703.00,0.12,0.10,
12687,Kepler-1649 b,8.68910764,,,,,,,,3269.00,0.23,0.20,-2.260
12688,Kepler-1649 b,8.68910764,0.037800,0.490,,,0.000000,211,,2703.00,0.12,0.10,
12689,Kepler-1649 b,8.68910200,0.067000,4.600,,,0.000000,517,,3888.00,0.61,0.52,
12690,Kepler-1649 b,8.68907042,0.037800,0.570,,,0.000000,211,,2703.00,0.12,0.10,
12691,Kepler-1649 b,8.68909000,0.051400,1.080,,,0.000000,,,3240.00,0.25,0.22,
12692,Kepler-1649 c,19.53525510,0.064900,0.530,,,0.000000,161,,2703.00,0.12,0.10,
12693,Kepler-1649 c,19.53525510,,,,,,,,3269.00,0.23,0.20,-2.260
12694,Kepler-1649 c,19.53527000,,1.060,,,,234,,3240.00,0.23,0.20,-2.287
12695,Kepler-165 b,8.18086953,0.071600,2.460,,,0.000000,746,,5208.00,0.76,0.73,
12696,Kepler-165 b,,,2.042,,,,,,5100.00,0.75,,
12697,Kepler-165 b,8.18089600,0.073000,2.250,,,0.000000,759,,5236.00,0.79,0.79,
12698,Kepler-165 b,8.18086953,0.071600,2.460,,,0.000000,746,,5208.00,0.76,0.73,
12699,Kepler-165 b,8.18086953,0.071600,2.460,,,0.000000,746,,5208.00,0.76,0.73,
12700,Kepler-165 b,8.18089490,0.075400,2.100,,,0.000000,716,,5081.00,0.77,0.86,
12701,Kepler-165 b,8.18086953,,2.500,,,,,,5108.00,0.76,0.80,
12702,Kepler-165 b,8.18087248,,,,,,,,5155.00,0.73,0.87,-0.472
12703,Kepler-165 b,8.18084800,0.072000,2.320,,,,,,5211.00,0.77,,
12704,Kepler-165 b,8.18089490,,,,,,,,5155.00,0.73,0.87,-0.472
12705,Kepler-165 b,8.18086126,,,,,,,,5155.00,0.73,0.87,-0.472
12706,Kepler-165 c,15.31299000,0.110000,2.230,,,,,,5211.00,0.77,,
12707,Kepler-165 c,15.31297659,,2.250,,,,,,5108.00,0.76,0.80,
12708,Kepler-165 c,15.31296388,0.114500,2.340,,,0.000000,581,,5081.00,0.77,0.86,
12709,Kepler-165 c,15.31289808,,,,,,,,5155.00,0.73,0.87,-0.472
12710,Kepler-165 c,15.31290900,,,,,,,,5155.00,0.73,0.87,-0.472
12711,Kepler-165 c,,,2.277,,,,,,5100.00,0.75,,
12712,Kepler-165 c,15.31307000,0.112000,2.490,,,0.000000,613,,5236.00,0.79,0.79,
12713,Kepler-165 c,15.31297659,0.108800,2.240,,,0.000000,605,,5208.00,0.76,0.73,
12714,Kepler-165 c,15.31297659,0.108800,2.240,,,0.000000,605,,5208.00,0.76,0.73,
12715,Kepler-165 c,15.31297659,0.108800,2.240,,,0.000000,605,,5208.00,0.76,0.73,
12716,Kepler-165 c,15.31296388,,,,,,,,5155.00,0.73,0.87,-0.472
12717,Kepler-1650 b,1.53818001,,0.960,,,0.010000,,,3410.00,0.33,0.33,-1.871
12718,Kepler-1650 b,1.53818095,,,,,,,,3419.00,0.37,0.35,-1.783
12719,Kepler-1650 b,1.53816250,0.021000,1.540,,,0.000000,774,,3673.00,0.48,0.49,
12720,Kepler-1650 b,1.53818095,0.016700,1.000,,,0.000000,602,,3364.00,0.27,0.26,
12721,Kepler-1650 b,1.53818153,0.016300,0.750,,,0.000000,582,,3304.00,0.26,0.24,
12722,Kepler-1650 b,1.53818153,0.016300,0.750,,,0.000000,582,,3304.00,0.26,0.24,
12723,Kepler-1650 b,1.53818153,0.016300,0.750,,,0.000000,582,,3304.00,0.26,0.24,
12724,Kepler-1650 b,,,1.340,,,,,,3356.00,0.37,,
12725,Kepler-1650 b,1.53817991,,,,,,,,3419.00,0.37,0.35,-1.783
12726,Kepler-1651 b,9.87864610,,,,,,,,3759.27,0.46,0.57,-1.418
12727,Kepler-1651 b,9.88515530,0.061900,1.760,,,0.000000,353,,3545.00,0.32,0.32,
12728,Kepler-1651 b,9.88515530,0.061900,1.760,,,0.000000,353,,3545.00,0.32,0.32,
12729,Kepler-1651 b,9.87863917,,1.840,,,0.130000,,,3713.00,0.50,0.52,-1.368
12730,Kepler-1651 b,9.88515530,0.061900,1.760,,,0.000000,353,,3545.00,0.32,0.32,
12731,Kepler-1651 b,9.88470000,0.054000,1.150,,,0.000000,320,,3240.00,0.27,0.21,
12732,Kepler-1651 b,9.87864610,0.069200,1.600,,,0.000000,393,,3609.00,0.42,0.45,
12733,Kepler-1652 b,38.09723780,0.157600,1.120,,,0.000000,229,,3482.00,0.35,0.36,
12734,Kepler-1652 b,38.09707170,0.166700,1.580,,,0.000000,242,,3554.00,0.40,0.43,
12735,Kepler-1652 b,38.09707170,,,,,,,,,,,
12736,Kepler-1652 b,38.09665972,,,,,,,,,,,
12737,Kepler-1652 b,38.09722000,0.165400,1.600,,,,268,,3638.00,0.38,0.40,-1.638
12738,Kepler-1652 b,38.09824000,0.178000,1.390,,,0.000000,288,,3885.00,0.50,0.52,
12739,Kepler-1652 b,38.09723780,0.157600,1.120,,,0.000000,229,,3482.00,0.35,0.36,
12740,Kepler-1652 b,38.09723780,0.157600,1.120,,,0.000000,229,,3482.00,0.35,0.36,
12741,Kepler-1653 b,140.25048410,,,,,,,,,,,
12742,Kepler-1653 b,140.25240000,0.470600,2.170,,,,284,,4807.00,0.69,0.72,-0.636
12743,Kepler-1653 b,140.25251500,0.465100,1.730,,,0.000000,257,,4771.00,0.70,0.68,
12744,Kepler-1653 b,140.25194300,0.483600,1.840,,,0.000000,271,,4821.00,0.79,0.77,
12745,Kepler-1653 b,140.25251500,0.465100,1.730,,,0.000000,257,,4771.00,0.70,0.68,
12746,Kepler-1653 b,140.25251500,0.465100,1.730,,,0.000000,257,,4771.00,0.70,0.68,
12747,Kepler-1653 b,,,2.478,,,,,,4807.00,1.06,,
12748,Kepler-1653 b,140.25194300,,,,,,,,,,,
12749,Kepler-1654 b,1047.83560000,2.026000,9.180,158.91500,1.20000,0.260000,206,G5 V,5597.00,1.18,1.01,0.090
12750,Kepler-1655 b,11.87291400,0.101000,2.530,,,0.000000,899,,5975.00,1.17,0.96,
12751,Kepler-1655 b,11.87290814,,,,,,,,6043.43,1.08,1.12,0.143
12752,Kepler-1655 b,11.87290083,0.103000,1.940,,,0.000000,861,,6134.00,1.04,1.03,
12753,Kepler-1655 b,11.87290083,0.103000,1.940,,,0.000000,861,,6134.00,1.04,1.03,
12754,Kepler-1655 b,11.87290814,0.102500,2.250,,,0.000000,863,,6147.00,1.04,1.01,
12755,Kepler-1655 b,,,2.292,,,,,,6002.00,1.06,,
12756,Kepler-1655 b,11.87287870,0.103000,2.213,5.00000,2.50000,,,G0 V,6148.00,1.03,1.03,
12757,Kepler-1655 b,11.87290396,,,,,,,,6043.43,1.08,1.12,0.143
12758,Kepler-1655 b,11.87290083,0.103000,1.940,,,0.000000,861,,6134.00,1.04,1.03,
12759,Kepler-1656 b,31.57865934,0.198600,4.470,,,0.000000,563,,5750.00,0.98,1.04,
12760,Kepler-1656 b,31.57865934,0.198600,4.470,,,0.000000,563,,5750.00,0.98,1.04,
12761,Kepler-1656 b,31.57865226,,,,,,,,5696.00,1.05,1.01,0.021
12762,Kepler-1656 b,31.57865122,,,,,,,,5696.00,1.05,1.01,0.021
12763,Kepler-1656 b,31.57868000,0.194000,4.980,,,0.000000,581,,5569.00,1.09,0.98,
12764,Kepler-1656 b,31.57865934,0.198600,4.470,,,0.000000,563,,5750.00,0.98,1.04,
12765,Kepler-1656 b,31.57865122,0.194900,4.520,,,0.000000,570,,5733.00,0.99,0.99,
12766,Kepler-1656 b,31.57865900,0.197000,5.020,48.60000,2.13000,0.836000,651,,5731.00,1.10,1.03,
12767,Kepler-1658 b,3.84937174,0.054800,12.940,,,0.000000,2034,,6244.00,2.99,1.48,
12768,Kepler-1658 b,3.84937240,0.056000,11.800,,,0.000000,1923,,6391.00,2.60,1.61,
12769,Kepler-1658 b,3.84937150,0.054800,13.100,,,0.000000,2035,,6244.00,2.99,1.48,
12770,Kepler-1658 b,3.84937150,0.054800,13.100,,,0.000000,2035,,6244.00,2.99,1.48,
12771,Kepler-1658 b,3.84937174,,,,,,,,5843.47,3.91,1.05,1.206
12772,Kepler-1658 b,3.84937150,0.054800,13.100,,,0.000000,2035,,6244.00,2.99,1.48,
12773,Kepler-1658 b,3.84937278,0.054400,11.994,1868.84040,6.36000,0.062800,,,6216.00,2.89,1.45,
12774,Kepler-166 b,,,2.416,,,,,,5175.00,0.78,,
12775,Kepler-166 b,7.65024351,,,,,,,,5230.00,0.78,0.89,-0.385
12776,Kepler-166 b,7.65024192,0.071100,2.390,,,0.000000,780,,5413.00,0.76,0.82,
12777,Kepler-166 b,7.65024380,,,,,,,,5230.00,0.78,0.89,-0.385
12778,Kepler-166 b,7.65023579,,,,,,,,5230.00,0.78,0.89,-0.385
12779,Kepler-166 b,7.65024192,,2.640,,,,,,5350.00,0.83,0.88,
12780,Kepler-166 b,7.65024192,0.071100,2.390,,,0.000000,780,,5413.00,0.76,0.82,
12781,Kepler-166 b,7.65024351,0.071300,2.300,,,0.000000,772,,5409.00,0.75,0.83,
12782,Kepler-166 b,7.65024192,0.071100,2.390,,,0.000000,780,,5413.00,0.76,0.82,
12783,Kepler-166 b,7.65025400,0.072000,2.270,,,,,,5413.00,0.74,,
12784,Kepler-166 b,7.65026200,0.073000,2.600,,,0.000000,782,,5432.00,0.78,0.88,
12785,Kepler-166 c,34.25951418,,,,,,,,5230.00,0.78,0.89,-0.385
12786,Kepler-166 c,34.26062000,0.198000,2.700,,,0.000000,475,,5432.00,0.78,0.88,
12787,Kepler-166 c,,,2.523,,,,,,5175.00,0.78,,
12788,Kepler-166 c,34.25951418,0.193700,2.410,,,0.000000,468,,5409.00,0.75,0.83,
12789,Kepler-166 c,34.25955106,,,,,,,,5230.00,0.78,0.89,-0.385
12790,Kepler-166 c,34.25951372,0.193100,2.490,,,0.000000,473,,5413.00,0.76,0.82,
12791,Kepler-166 c,34.26028100,0.195000,2.380,,,,,,5413.00,0.74,,
12792,Kepler-166 c,34.25954112,,,,,,,,5230.00,0.78,0.89,-0.385
12793,Kepler-166 c,34.25951372,0.193100,2.490,,,0.000000,473,,5413.00,0.76,0.82,
12794,Kepler-166 c,34.25951372,0.193100,2.490,,,0.000000,473,,5413.00,0.76,0.82,
12795,Kepler-166 c,34.25951372,,2.730,,,,,,5350.00,0.83,0.88,
12796,Kepler-166 d,1.55400389,,,,,,,,5230.00,0.78,0.89,-0.385
12797,Kepler-166 d,1.55400393,0.024600,1.580,,,0.000000,1326,,5413.00,0.76,0.82,
12798,Kepler-166 d,1.55400393,0.024600,1.580,,,0.000000,1326,,5413.00,0.76,0.82,
12799,Kepler-166 d,1.55399806,,,,,,,,5230.00,0.78,0.89,-0.385
12800,Kepler-166 d,1.55400100,0.025000,1.700,,,0.000000,1336,,5432.00,0.78,0.88,
12801,Kepler-166 d,1.55400393,0.024600,1.580,,,0.000000,1326,,5413.00,0.76,0.82,
12802,Kepler-166 d,1.55400393,,1.730,,,,,,5350.00,0.83,0.88,
12803,Kepler-166 d,,,1.667,,,,,,5175.00,0.78,,
12804,Kepler-166 d,1.55400389,0.024600,1.590,,,0.000000,1313,,5409.00,0.75,0.83,
12805,Kepler-166 d,1.55400192,,,,,,,,5230.00,0.78,0.89,-0.385
12806,Kepler-1661 b,175.06000000,0.633000,3.870,17.00000,1.60000,0.057000,243,K,5100.00,0.76,0.84,
12807,Kepler-1663 b,17.60443700,0.113000,3.160,,,0.000000,414,,3905.00,0.65,0.63,
12808,Kepler-1663 b,17.60461401,0.107200,2.640,,,0.000000,362,,3744.00,0.52,0.53,
12809,Kepler-1663 b,17.60460628,0.105900,2.630,,,0.000000,355,,3743.00,0.49,0.51,
12810,Kepler-1663 b,17.60459942,,,,,,,,3844.00,0.63,0.61,-1.109
12811,Kepler-1663 b,17.60460628,0.105900,2.630,,,0.000000,355,,3743.00,0.49,0.51,
12812,Kepler-1663 b,17.60461401,,,,,,,,3844.00,0.63,0.61,-1.109
12813,Kepler-1663 b,17.60460628,0.105900,2.630,,,0.000000,355,,3743.00,0.49,0.51,
12814,Kepler-1663 b,17.60460000,,3.304,,,,,,3844.00,0.63,0.61,-1.109
12815,Kepler-1664 b,14.38682567,,,,,,,,5735.81,,,
12816,Kepler-1664 b,14.38681626,,,,,,,,5735.81,,,
12817,Kepler-1664 b,14.38681090,0.118900,2.750,,,0.000000,810,,5914.00,1.15,1.08,
12818,Kepler-1664 b,14.38682567,0.113700,2.540,,,0.000000,776,,5725.00,1.07,0.94,
12819,Kepler-1664 b,14.38680000,,3.033,,,,,,5735.81,,,
12820,Kepler-1664 b,14.38678600,0.113000,2.500,,,0.000000,781,,5812.00,1.05,0.94,
12821,Kepler-1664 b,14.38681090,0.118900,2.750,,,0.000000,810,,5914.00,1.15,1.08,
12822,Kepler-1664 b,14.38681090,0.118900,2.750,,,0.000000,810,,5914.00,1.15,1.08,
12823,Kepler-1665 b,11.95475266,0.092800,2.310,,,0.000000,655,,5098.00,0.79,0.75,
12824,Kepler-1665 b,11.95474513,0.100600,5.150,,,0.000000,906,,5059.00,1.66,0.95,
12825,Kepler-1665 b,11.95480000,,2.839,,,,,,5049.84,0.78,0.84,-0.450
12826,Kepler-1665 b,11.95475266,0.092800,2.310,,,0.000000,655,,5098.00,0.79,0.75,
12827,Kepler-1665 b,11.95474513,,,,,,,,5049.84,0.78,0.84,-0.450
12828,Kepler-1665 b,11.95475464,,,,,,,,5049.84,0.78,0.84,-0.450
12829,Kepler-1665 b,11.95475266,0.092800,2.310,,,0.000000,655,,5098.00,0.79,0.75,
12830,Kepler-1665 b,11.95477600,0.093000,2.300,,,0.000000,641,,5088.00,0.76,0.75,
12831,Kepler-1666 b,25.84745960,0.176100,2.570,,,0.000000,672,,6297.00,1.03,1.08,
12832,Kepler-1666 b,25.84745960,0.176100,2.570,,,0.000000,672,,6297.00,1.03,1.08,
12833,Kepler-1666 b,25.84749580,,,,,,,,6293.00,1.15,1.23,0.268
12834,Kepler-1666 b,25.84760000,,2.883,,,,,,6293.00,1.15,1.23,0.268
12835,Kepler-1666 b,25.84745960,0.176100,2.570,,,0.000000,672,,6297.00,1.03,1.08,
12836,Kepler-1666 b,25.84749580,0.176100,2.400,,,0.000000,672,,6297.00,1.03,1.08,
12837,Kepler-1666 b,25.84781795,,,,,,,,6293.00,1.15,1.23,0.268
12838,Kepler-1666 b,25.84723000,0.179000,2.550,,,0.000000,680,,6317.00,1.07,1.14,
12839,Kepler-1666 c,40.71583266,,,,,,,,6293.00,1.15,1.23,0.268
12840,Kepler-1666 c,40.71554030,0.238300,2.970,,,0.000000,578,,6297.00,1.03,1.08,
12841,Kepler-1666 c,40.71570000,,3.236,,,,,,6293.00,1.15,1.23,0.268
12842,Kepler-1666 c,40.71554030,0.238300,2.970,,,0.000000,578,,6297.00,1.03,1.08,
12843,Kepler-1666 c,40.71556100,0.238300,2.700,,,0.000000,578,,6297.00,1.03,1.08,
12844,Kepler-1666 c,40.71556100,,,,,,,,6293.00,1.15,1.23,0.268
12845,Kepler-1666 c,40.71652000,0.242000,3.000,,,0.000000,585,,6317.00,1.07,1.14,
12846,Kepler-1666 c,40.71554030,0.238300,2.970,,,0.000000,578,,6297.00,1.03,1.08,
12847,Kepler-1667 b,83.57832590,0.386000,3.780,,,0.000000,520,,6190.00,1.40,1.09,
12848,Kepler-1667 b,83.57819760,0.425600,6.630,,,0.000000,655,,6056.00,2.56,1.47,
12849,Kepler-1667 b,83.57832590,0.386000,3.780,,,0.000000,520,,6190.00,1.40,1.09,
12850,Kepler-1667 b,83.57819760,,,,,,,,5941.54,1.09,1.09,0.123
12851,Kepler-1667 b,83.57858781,,,,,,,,5941.54,1.09,1.09,0.123
12852,Kepler-1667 b,83.57810000,,2.984,,,,,,5941.54,1.09,1.09,0.123
12853,Kepler-1667 b,83.57832590,0.386000,3.780,,,0.000000,520,,6190.00,1.40,1.09,
12854,Kepler-1667 b,83.57752000,0.388000,4.200,,,0.000000,515,,6188.00,1.38,1.12,
12855,Kepler-1668 b,15.43400996,0.124000,4.300,,,0.000000,721,,5900.00,0.95,1.06,
12856,Kepler-1668 b,15.43397750,0.124000,4.470,,,0.000000,721,,5900.00,0.95,1.06,
12857,Kepler-1668 b,15.43397750,0.124000,4.470,,,0.000000,721,,5900.00,0.95,1.06,
12858,Kepler-1668 b,15.43397750,0.124000,4.470,,,0.000000,721,,5900.00,0.95,1.06,
12859,Kepler-1668 b,15.43396148,,,,,,,,5542.00,1.02,0.98,-0.056
12860,Kepler-1668 b,15.43400996,,,,,,,,5542.00,1.02,0.98,-0.056
12861,Kepler-1668 b,15.43400000,,4.348,,,,,,5542.00,1.02,0.98,-0.056
12862,Kepler-1668 b,15.43410000,0.122000,3.500,,,0.000000,634,,5645.00,0.79,1.02,
12863,Kepler-1669 b,9.51216177,,,,,,,,4303.00,0.71,0.67,-0.803
12864,Kepler-1669 b,9.51212300,0.074000,1.830,,,0.000000,516,,4265.00,0.56,0.58,
12865,Kepler-1669 b,9.51220046,0.074500,1.990,,,0.000000,530,,4224.00,0.60,0.61,
12866,Kepler-1669 b,9.51216000,,2.780,,,,,,4303.00,0.71,0.67,-0.803
12867,Kepler-1669 b,9.51221128,0.072900,2.400,,,0.000000,496,,4056.00,0.56,0.57,
12868,Kepler-1669 b,9.51221128,0.072900,2.400,,,0.000000,496,,4056.00,0.56,0.57,
12869,Kepler-1669 b,9.51221128,0.072900,2.400,,,0.000000,496,,4056.00,0.56,0.57,
12870,Kepler-1669 b,9.51220046,,,,,,,,4303.00,0.71,0.67,-0.803
12871,Kepler-1669 c,1.60932194,0.022800,1.570,,,0.000000,958,,4224.00,0.60,0.61,
12872,Kepler-1669 c,1.60932005,,1.901,,,,,,4224.00,0.60,0.61,
12873,Kepler-1669 c,1.60932168,0.022300,1.810,,,0.000000,897,,4056.00,0.56,0.57,
12874,Kepler-1669 c,1.60930590,0.022000,1.440,,,0.000000,946,,4265.00,0.56,0.58,
12875,Kepler-1669 c,1.60932168,0.022300,1.810,,,0.000000,897,,4056.00,0.56,0.57,
12876,Kepler-1669 c,1.60932194,,,,,,,,4303.00,0.71,0.67,-0.803
12877,Kepler-1669 c,1.60932168,0.022300,1.810,,,0.000000,897,,4056.00,0.56,0.57,
12878,Kepler-167 b,4.39316278,,,,,,,,4826.67,0.76,0.78,-0.552
12879,Kepler-167 b,4.39315652,0.048200,1.710,,,0.000000,899,,4978.00,0.81,0.77,
12880,Kepler-167 b,,,1.519,,,,,,4868.00,0.74,,
12881,Kepler-167 b,4.39315652,0.048200,1.710,,,0.000000,899,,4978.00,0.81,0.77,
12882,Kepler-167 b,4.39315652,0.048200,1.710,,,0.000000,899,,4978.00,0.81,0.77,
12883,Kepler-167 b,4.39314700,0.047000,1.620,,,0.000000,836,,4909.00,0.70,0.71,
12884,Kepler-167 b,4.39315768,0.047700,1.410,,,0.000000,807,,4799.00,0.69,0.78,
12885,Kepler-167 b,4.39315652,,1.530,,,,,,4888.00,0.74,0.80,
12886,Kepler-167 b,4.39315983,,,,,,,,4826.67,0.76,0.78,-0.552
12887,Kepler-167 b,4.39315768,,,,,,,,4826.67,0.76,0.78,-0.552
12888,Kepler-167 b,4.39314700,0.048000,1.450,,,,,,4796.00,0.70,,
12889,Kepler-167 b,4.39316320,0.048300,1.615,,,0.000000,914,K4,4890.00,0.73,0.77,-0.570
12890,Kepler-167 c,,,1.466,,,,,,4868.00,0.74,,
12891,Kepler-167 c,7.40610775,0.068300,1.760,,,0.000000,755,,4978.00,0.81,0.77,
12892,Kepler-167 c,7.40609700,0.068000,1.370,,,,,,4796.00,0.70,,
12893,Kepler-167 c,7.40611676,,,,,,,,4826.67,0.76,0.78,-0.552
12894,Kepler-167 c,7.40610257,,,,,,,,4826.67,0.76,0.78,-0.552
12895,Kepler-167 c,7.40610775,0.068300,1.760,,,0.000000,755,,4978.00,0.81,0.77,
12896,Kepler-167 c,7.40610775,,1.610,,,,,,4888.00,0.74,0.80,
12897,Kepler-167 c,7.40610054,,,,,,,,4826.67,0.76,0.78,-0.552
12898,Kepler-167 c,7.40611676,0.067500,1.370,,,0.000000,678,,4799.00,0.69,0.78,
12899,Kepler-167 c,7.40610775,0.068300,1.760,,,0.000000,755,,4978.00,0.81,0.77,
12900,Kepler-167 c,7.40611400,0.068400,1.548,,,0.000000,768,K4,4890.00,0.73,0.77,-0.570
12901,Kepler-167 c,7.40610500,0.066000,1.540,,,0.000000,705,,4909.00,0.70,0.71,
12902,Kepler-167 d,21.80387630,0.140200,1.390,,,0.000000,527,,4978.00,0.81,0.77,
12903,Kepler-167 d,21.80370800,,,,,,,,4826.67,0.76,0.78,-0.552
12904,Kepler-167 d,21.80370800,0.138700,1.110,,,0.000000,473,,4799.00,0.69,0.78,
12905,Kepler-167 d,,,1.193,,,,,,4868.00,0.74,,
12906,Kepler-167 d,21.80353249,,,,,,,,4826.67,0.76,0.78,-0.552
12907,Kepler-167 d,21.80410231,,,,,,,,4826.67,0.76,0.78,-0.552
12908,Kepler-167 d,21.80385500,0.140500,1.194,,,0.120000,536,K4,4890.00,0.73,0.77,-0.570
12909,Kepler-167 d,21.80387630,0.140200,1.390,,,0.000000,527,,4978.00,0.81,0.77,
12910,Kepler-167 d,21.80387630,,1.290,,,,,,4888.00,0.74,0.80,
12911,Kepler-167 d,21.80387630,0.140200,1.390,,,0.000000,527,,4978.00,0.81,0.77,
12912,Kepler-167 d,21.80428000,0.137000,1.320,,,0.000000,489,,4909.00,0.70,0.71,
12913,Kepler-167 e,1071.23228000,1.890000,10.150,,,0.062000,131,K4,4890.00,0.73,0.77,-0.570
12914,Kepler-167 e,341.00000000,0.854000,9.400,,,0.000000,196,,4909.00,0.70,0.71,
12915,Kepler-167 e,,,9.959,,,,,,4868.00,0.74,,
12916,Kepler-167 e,1071.23193460,1.881000,11.110,,,0.000000,144,,4978.00,0.81,0.77,
12917,Kepler-167 e,1071.23262400,,,,,,,,4826.67,0.76,0.78,-0.552
12918,Kepler-167 e,1071.23193460,1.881000,11.110,,,0.000000,144,,4978.00,0.81,0.77,
12919,Kepler-167 e,1071.23308000,,,,,,,,4826.67,0.76,0.78,-0.552
12920,Kepler-167 e,1071.23262400,1.860000,9.270,,,0.000000,129,,4799.00,0.69,0.78,
12921,Kepler-1670 b,20.49987630,0.152800,2.800,,,0.000000,731,,6249.00,1.08,1.13,
12922,Kepler-1670 b,20.49987630,,,,,,,,5838.00,1.52,1.05,0.383
12923,Kepler-1670 b,20.49980000,,3.356,,,,,,5838.00,1.52,1.05,0.383
12924,Kepler-1670 b,20.49983730,0.151000,2.500,,,0.000000,734,,6233.00,1.08,1.09,
12925,Kepler-1670 b,20.49983730,0.151000,2.500,,,0.000000,734,,6233.00,1.08,1.09,
12926,Kepler-1670 b,20.49996360,,,,,,,,5838.00,1.52,1.05,0.383
12927,Kepler-1670 b,20.49941000,0.152000,2.800,,,0.000000,717,,6243.00,1.03,1.12,
12928,Kepler-1670 b,20.49983730,0.151000,2.500,,,0.000000,734,,6233.00,1.08,1.09,
12929,Kepler-1671 b,4.16788529,,,,,,,,5135.55,0.93,0.87,-0.266
12930,Kepler-1671 b,4.16787000,,1.326,,,,,,5135.55,0.93,0.87,-0.266
12931,Kepler-1671 b,4.16789251,0.046400,1.050,,,0.000000,984,,5302.00,0.82,0.77,
12932,Kepler-1671 b,4.16787814,0.049100,1.070,,,0.000000,962,,5251.00,0.85,0.91,
12933,Kepler-1671 b,4.16785600,0.047000,1.250,,,0.000000,993,,5307.00,0.85,0.80,
12934,Kepler-1671 b,4.16789251,0.046400,1.050,,,0.000000,984,,5302.00,0.82,0.77,
12935,Kepler-1671 b,4.16787814,,,,,,,,5135.55,0.93,0.87,-0.266
12936,Kepler-1671 b,4.16789251,0.046400,1.050,,,0.000000,984,,5302.00,0.82,0.77,
12937,Kepler-1672 b,150.87799060,0.543100,3.160,,,0.000000,411,,6192.00,1.23,0.94,
12938,Kepler-1672 b,150.88110000,0.580000,3.500,,,0.000000,425,,6222.00,1.39,1.14,
12939,Kepler-1672 b,150.87831980,,,,,,,,6131.95,1.09,1.16,0.179
12940,Kepler-1672 b,150.87799060,0.543100,3.160,,,0.000000,411,,6192.00,1.23,0.94,
12941,Kepler-1672 b,150.87800000,,2.970,,,,,,6131.95,1.09,1.16,0.179
12942,Kepler-1672 b,150.87799060,0.543100,3.160,,,0.000000,411,,6192.00,1.23,0.94,
12943,Kepler-1672 b,150.87792757,,,,,,,,6131.95,1.09,1.16,0.179
12944,Kepler-1672 b,150.87831980,0.572600,4.370,,,0.000000,423,,5504.00,1.74,1.10,
12945,Kepler-1673 b,33.78880280,0.212700,2.710,,,0.000000,611,,6202.00,1.06,1.12,
